,order_status,customer,order_date,order_quantity,sales,discount,discount_value,product_category,product_sub_category
5061,Order Finished,Chuck Clark,2009-08-31,32,558860,0.0,0,Technology,Computer Peripherals
5062,Order Finished,Roland Murray,2011-05-27,20,422840,0.0,0,Office Supplies,Storage & Organization
5064,Order Finished,Bobby Odegard,2009-07-15,49,1544840,0.02,30897,Technology,Computer Peripherals
5067,Order Finished,Chuck Clark,2012-01-03,49,1483140,0.1,148314,Office Supplies,Envelopes
5069,Order Finished,Daniel Byrd,2010-04-28,42,5506140,0.07,385430,Office Supplies,Binders & Binder Accessories
5070,Order Finished,Roger Barcio,2009-04-30,43,1876740,0.02,37535,Office Supplies,Pens & Art Supplies
5071,Order Finished,Chloris Kastensmidt,2009-01-07,46,1474500,0.08,117960,Office Supplies,Binders & Binder Accessories
5072,Order Finished,Bobby Odegard,2012-11-15,37,1384300,0.09,124587,Office Supplies,Paper
5073,Order Finished,Carl Weiss,2011-07-29,31,287700,0.1,28770,Office Supplies,Pens & Art Supplies
5077,Order Finished,Carl Weiss,2011-07-24,16,1194880,0.09,107539,Office Supplies,Appliances
5078,Order Finished,Carl Weiss,2009-07-13,34,446998,0.06,26820,Technology,Telephones & Communication
5079,Order Finished,Arthur Gainer,2009-01-19,41,216300,0.09,19467,Office Supplies,Pens & Art Supplies
5080,Order Finished,Lisa Hazard,2009-08-19,29,1714220,0.07,119995,Technology,Computer Peripherals
5082,Order Finished,Katharine Harms,2009-05-03,27,433900,0.08,34712,Furniture,Office Furnishings
5083,Order Finished,Matthew Grinstein,2010-04-07,13,176760,0.06,10606,Office Supplies,Paper
5085,Order Finished,Cathy Prescott,2010-10-24,19,275680,0.06,16541,Office Supplies,Paper
5087,Order Finished,Lauren Leatherbury,2010-08-30,41,640840,0.03,19225,Office Supplies,Binders & Binder Accessories
5088,Order Finished,Matthew Grinstein,2010-11-25,47,613540,0.03,18406,Furniture,Office Furnishings
5089,Order Finished,Pauline Webber,2011-09-15,28,763580,0.08,61086,Furniture,Office Furnishings
5092,Order Finished,Lisa Hazard,2010-07-04,40,2768680,0.1,276868,Office Supplies,Binders & Binder Accessories
5093,Order Finished,Pauline Webber,2012-09-25,26,725520,0.09,65297,Office Supplies,Binders & Binder Accessories
5095,Order Finished,Mitch Gastineau,2009-05-22,50,12555500,0.1,1255550,Furniture,Chairs & Chairmats
5096,Order Finished,Lisa Hazard,2012-11-15,3,37820,0.0,0,Office Supplies,Binders & Binder Accessories
5098,Order Finished,Lisa Hazard,2010-09-05,26,279220,0.01,2792,Technology,Computer Peripherals
5101,Order Finished,Lauren Leatherbury,2010-07-28,1,30000,0.1,3000,Office Supplies,Envelopes
5102,Order Finished,Lisa Hazard,2011-12-18,14,277900,0.04,11116,Office Supplies,Paper
5103,Order Finished,Lauren Leatherbury,2012-11-24,45,8950000,0.02,179000,Furniture,Chairs & Chairmats
5104,Order Finished,Quincy Jones,2010-09-28,15,1219940,0.0,0,Technology,Computer Peripherals
5105,Order Finished,Mitch Gastineau,2011-09-28,40,1651600,0.1,165160,Office Supplies,Pens & Art Supplies
5108,Order Returned,Quincy Jones,2012-02-19,50,1024660,0.01,10247,Office Supplies,Labels
5111,Order Returned,Quincy Jones,2012-12-29,45,357400,0.07,25018,Office Supplies,Appliances
5113,Order Finished,Matthew Grinstein,2009-08-21,33,7075680,0.0,0,Furniture,Chairs & Chairmats
5116,Order Finished,John Murray,2010-11-08,43,1268760,0.09,114188,Office Supplies,Envelopes
5117,Order Returned,Katharine Harms,2012-02-23,48,8092500,0.09,728325,Furniture,Tables
5121,Order Finished,Lauren Leatherbury,2011-07-21,29,8407760,0.1,840776,Furniture,Bookcases
5123,Order Finished,Matthew Grinstein,2011-06-02,26,347560,0.06,20854,Office Supplies,Paper
5125,Order Finished,Cari Mac Intyre,2012-12-04,35,256240,0.08,20499,Office Supplies,Binders & Binder Accessories
5126,Order Finished,Sample Company A,2011-11-02,46,4969491,0.1,496949,Technology,Telephones & Communication
5127,Order Finished,Maria Zettner,2012-04-04,49,658060,0.1,65806,Furniture,Office Furnishings
5128,Order Finished,Sonia Cooley,2012-03-02,50,15332080,0.02,306642,Furniture,Tables
5132,Order Finished,Harold Dahlen,2010-01-10,40,1654540,0.05,82727,Technology,Computer Peripherals
5133,Order Finished,Hallie Redmond,2012-03-24,7,119980,0.1,11998,Office Supplies,Paper
5139,Order Finished,Adam Shillingsburg,2011-08-11,30,398220,0.01,3982,Office Supplies,Paper
5140,Order Returned,Clytie Kelty,2010-04-16,47,38449840,0.1,3844984,Technology,Copiers & Fax
5141,Order Returned,Brooke Gillingham,2012-02-01,27,1739560,0.1,173956,Office Supplies,Storage & Organization
5142,Order Finished,Tom Boeckenhauer,2010-05-27,47,596600,0.08,47728,Office Supplies,Labels
5143,Order Finished,Alex Russell,2009-01-03,29,244460,0.03,7334,Office Supplies,Pens & Art Supplies
5144,Order Finished,Tom Boeckenhauer,2009-06-04,13,2578254,0.06,154695,Technology,Telephones & Communication
5146,Order Finished,Becky Pak,2010-09-05,47,2248600,0.1,224860,Furniture,Chairs & Chairmats
5149,Order Finished,Alejandro Ballentine,2010-02-06,27,10298120,0.03,308944,Furniture,Chairs & Chairmats
5152,Order Finished,Sibella Parks,2010-12-01,5,236120,0.05,11806,Furniture,Office Furnishings
5153,Order Returned,Alex Russell,2009-04-04,47,456920,0.01,4569,Office Supplies,Labels
5154,Order Finished,Tom Boeckenhauer,2012-07-11,9,2275240,0.05,113762,Furniture,Tables
5155,Order Finished,Becky Pak,2011-12-02,31,1906091,0.02,38122,Technology,Telephones & Communication
5156,Order Finished,Sibella Parks,2011-02-09,50,2889920,0.09,260093,Technology,Computer Peripherals
5159,Order Finished,Alyssa Crouse,2012-11-30,3,425820,0.0,0,Office Supplies,Appliances
5162,Order Finished,Alex Russell,2010-04-02,3,2717552,0.01,27176,Furniture,Tables
5164,Order Finished,Adrian Barton,2012-05-28,22,2478889,0.07,173522,Technology,Telephones & Communication
5168,Order Finished,Catherine Glotzbach,2012-10-31,44,385560,0.06,23134,Office Supplies,Pens & Art Supplies
5169,Order Finished,Alyssa Crouse,2010-09-20,37,642040,0.1,64204,Office Supplies,Appliances
5171,Order Finished,Sibella Parks,2011-03-30,42,8182304,0.05,409115,Technology,Telephones & Communication
5176,Order Finished,Brooke Gillingham,2010-12-31,26,598220,0.05,29911,Office Supplies,Paper
5178,Order Finished,Rick Wilson,2009-07-31,5,284600,0.03,8538,Office Supplies,Binders & Binder Accessories
5179,Order Finished,Becky Pak,2011-10-02,40,15579260,0.08,1246341,Furniture,Chairs & Chairmats
5180,Order Finished,Adam Shillingsburg,2009-06-12,12,10354800,0.06,621288,Technology,Copiers & Fax
5181,Order Finished,Catherine Glotzbach,2012-03-20,42,486120,0.02,9722,Office Supplies,Pens & Art Supplies
5187,Order Finished,Frank Olsen,2012-07-21,10,1257460,0.02,25149,Furniture,Office Furnishings
5189,Order Finished,Catherine Glotzbach,2011-05-03,47,2977720,0.03,89332,Office Supplies,Paper
5190,Order Returned,Sonia Cooley,2010-06-30,26,2100320,0.04,84013,Office Supplies,Paper
5191,Order Finished,Frank Olsen,2009-06-30,42,689140,0.04,27566,Technology,Computer Peripherals
5193,Order Finished,Catherine Glotzbach,2010-01-12,15,2114120,0.08,169130,Office Supplies,Appliances
5201,Order Finished,Alyssa Crouse,2010-03-14,24,2915424,0.03,87463,Furniture,Tables
5205,Order Finished,Adam Shillingsburg,2009-02-22,50,3266740,0.08,261339,Office Supplies,Pens & Art Supplies
5207,Order Finished,Adam Shillingsburg,2009-03-27,7,281180,0.01,2812,Technology,Office Machines
5208,Order Finished,Adam Shillingsburg,2009-06-15,35,315980,0.03,9479,Office Supplies,Binders & Binder Accessories
5209,Order Finished,Cassandra Brandow,2011-04-16,19,435380,0.09,39184,Office Supplies,Appliances
5211,Order Finished,Catherine Glotzbach,2011-11-21,33,250540,0.07,17538,Office Supplies,Binders & Binder Accessories
5212,Order Returned,Becky Pak,2012-08-09,30,21989480,0.09,1979053,Technology,Office Machines
5214,Order Finished,Tom Boeckenhauer,2011-05-07,16,2627280,0.05,131364,Technology,Computer Peripherals
5215,Order Finished,Alex Russell,2010-01-23,47,9049814,0.07,633487,Technology,Telephones & Communication
5216,Order Returned,Sonia Cooley,2012-08-22,43,566360,0.03,16991,Office Supplies,Paper
5217,Order Finished,Sonia Cooley,2010-08-21,31,1902620,0.08,152210,Furniture,Tables
5218,Order Finished,Adam Shillingsburg,2009-08-16,17,2421440,0.05,121072,Furniture,Chairs & Chairmats
5224,Order Returned,Adrian Barton,2011-11-27,3,42733020,0.0,0,Technology,Office Machines
5225,Order Finished,Adam Shillingsburg,2011-01-26,19,184480,0.05,9224,Office Supplies,Binders & Binder Accessories
5228,Order Finished,Jenna Caffey,2011-10-08,35,2955260,0.04,118210,Office Supplies,Appliances
5231,Order Finished,Alejandro Ballentine,2012-01-04,48,904560,0.09,81410,Office Supplies,Pens & Art Supplies
5233,Order Finished,Becky Pak,2012-10-14,10,111320,0.09,10019,Office Supplies,Envelopes
5235,Order Finished,Claire Good,2011-09-26,22,411760,0.08,32941,Technology,Computer Peripherals
5237,Order Finished,Alex Russell,2009-04-09,46,199880,0.07,13992,Technology,Computer Peripherals
5238,Order Finished,Jenna Caffey,2012-03-07,25,334460,0.05,16723,Office Supplies,Paper
5241,Order Finished,Frank Merwin,2010-04-26,43,34259940,0.07,2398196,Office Supplies,Storage & Organization
5242,Order Finished,Cari Sayre,2009-08-21,14,48211740,0.07,3374822,Technology,Office Machines
5243,Order Finished,Alice Mc Carthy,2010-12-17,50,1763300,0.08,141064,Office Supplies,Paper
5245,Order Finished,Bruce Money,2012-02-12,43,1279420,0.01,12794,Furniture,Office Furnishings
5252,Order Finished,Christine Sundaresam,2009-06-01,6,111540,0.04,4462,Office Supplies,Pens & Art Supplies
5255,Order Finished,Bruce Stewart,2009-10-15,35,366900,0.01,3669,Office Supplies,Paper
5256,Order Finished,Maria Bertelson,2011-06-19,27,360920,0.05,18046,Office Supplies,Paper
5260,Order Finished,Ivan Gibson,2009-05-23,40,208780,0.07,14615,Office Supplies,Labels
5263,Order Finished,Doug Bickford,2009-01-03,4,1792980,0.0,0,Technology,Office Machines
5265,Order Finished,Maria Bertelson,2010-06-06,30,321360,0.08,25709,Office Supplies,Labels
5266,Order Finished,Maria Bertelson,2009-02-27,16,3371882,0.07,236032,Technology,Telephones & Communication
5267,Order Finished,Guy Thornton,2011-02-08,42,459760,0.05,22988,Office Supplies,Paper
5269,Order Finished,Maria Bertelson,2012-03-24,8,172760,0.1,17276,Office Supplies,"Scissors, Rulers & Trimmers"
5270,Order Finished,Maria Bertelson,2011-12-30,29,1705500,0.08,136440,Office Supplies,Binders & Binder Accessories
5272,Order Returned,Brian Thompson,2009-05-15,30,1982020,0.01,19820,Technology,Computer Peripherals
5273,Order Finished,Joseph Airdo,2011-03-05,49,28693460,0.04,1147738,Office Supplies,Binders & Binder Accessories
5279,Order Finished,Robert Waldorf,2010-12-15,10,816460,0.06,48988,Technology,Computer Peripherals
5282,Order Finished,Christina Vanderzanden,2009-06-29,24,1423750,0.04,56950,Technology,Telephones & Communication
5283,Order Finished,Christina Vanderzanden,2011-06-06,18,259540,0.01,2595,Office Supplies,Paper
5285,Order Finished,Christina Vanderzanden,2010-06-04,4,934300,0.01,9343,Furniture,Tables
5288,Order Returned,Bruce Stewart,2012-08-28,24,137000,0.07,9590,Office Supplies,Binders & Binder Accessories
5289,Order Returned,Christine Sundaresam,2012-07-10,41,610020,0.05,30501,Office Supplies,Binders & Binder Accessories
5290,Order Returned,Guy Thornton,2011-07-02,14,4171860,0.09,375467,Furniture,Bookcases
5292,Order Finished,Lycoris Saunders,2009-01-21,33,22672740,0.04,906910,Furniture,Chairs & Chairmats
5294,Order Finished,Lycoris Saunders,2011-11-02,21,586540,0.07,41058,Technology,Computer Peripherals
5296,Order Finished,Dorothy Dickinson,2010-07-24,21,303720,0.1,30372,Office Supplies,Binders & Binder Accessories
5297,Order Finished,Mary Zewe,2011-08-03,10,1821960,0.07,127537,Technology,Office Machines
5299,Order Finished,Lycoris Saunders,2011-11-07,32,1232780,0.09,110950,Technology,Computer Peripherals
5300,Order Finished,Lycoris Saunders,2009-02-19,48,3676380,0.03,110291,Technology,Computer Peripherals
5302,Order Finished,Lycoris Saunders,2011-06-16,43,268660,0.07,18806,Office Supplies,Paper
5304,Order Finished,Janet Molinari,2011-04-23,9,2403020,0.1,240302,Office Supplies,Storage & Organization
5305,Order Finished,Liz Thompson,2011-05-31,16,1243860,0.08,99509,Technology,Computer Peripherals
5307,Order Finished,Christine Sundaresam,2012-02-17,49,42282140,0.06,2536928,Technology,Copiers & Fax
5313,Order Finished,Maria Bertelson,2012-03-03,41,3331620,0.06,199897,Office Supplies,Binders & Binder Accessories
5314,Order Finished,Annie Thurman,2009-06-03,15,215720,0.09,19415,Office Supplies,Paper
5315,Order Finished,Annie Thurman,2009-01-10,16,225620,0.02,4512,Office Supplies,Paper
5316,Order Finished,Annie Thurman,2012-05-31,43,554160,0.08,44333,Office Supplies,Paper
5319,Order Returned,Meg O'Connel,2011-05-12,42,542280,0.07,37960,Office Supplies,Paper
5320,Order Returned,Maria Bertelson,2009-09-06,17,216220,0.09,19460,Office Supplies,Paper
5321,Order Finished,Maria Bertelson,2010-06-04,21,173280,0.09,15595,Office Supplies,Binders & Binder Accessories
5322,Order Finished,Robert Waldorf,2012-08-09,11,262240,0.03,7867,Office Supplies,Binders & Binder Accessories
5323,Order Finished,Robert Waldorf,2009-04-23,10,58240,0.08,4659,Office Supplies,Labels
5328,Order Finished,Christina Vanderzanden,2009-04-19,29,4635300,0.0,0,Office Supplies,Appliances
5330,Order Finished,Guy Thornton,2011-11-03,22,6658540,0.05,332927,Furniture,Tables
5333,Order Finished,Meg O'Connel,2010-03-27,43,2676240,0.04,107050,Technology,Computer Peripherals
5339,Order Finished,Bill Eplett,2012-08-01,6,42269420,0.06,2536165,Technology,Office Machines
5340,Order Finished,Bill Eplett,2011-08-21,23,7745740,0.03,232372,Furniture,Chairs & Chairmats
5341,Order Finished,Maria Bertelson,2012-11-02,40,317400,0.04,12696,Office Supplies,Labels
5347,Order Finished,Meg O'Connel,2012-03-21,16,247700,0.09,22293,Office Supplies,Storage & Organization
5348,Order Finished,Meg O'Connel,2012-04-24,7,110760,0.02,2215,Office Supplies,Paper
5350,Order Finished,Doug O'Connell,2009-07-20,34,453660,0.02,9073,Office Supplies,Paper
5351,Order Returned,Doug O'Connell,2012-10-12,15,896140,0.1,89614,Technology,Computer Peripherals
5353,Order Returned,Christina Vanderzanden,2009-01-08,25,43504020,0.03,1305121,Office Supplies,Binders & Binder Accessories
5354,Order Finished,Maria Bertelson,2010-05-07,12,2158380,0.07,151087,Furniture,Office Furnishings
5355,Order Finished,Maria Bertelson,2011-04-08,32,2282740,0.04,91310,Office Supplies,Paper
5358,Order Returned,Ivan Gibson,2009-05-15,34,573800,0.06,34428,Technology,Computer Peripherals
5361,Order Finished,Craig Carroll,2010-05-23,8,1644699,0.1,164470,Technology,Telephones & Communication
5363,Order Finished,Liz Mac Kendrick,2011-04-03,26,246320,0.1,24632,Office Supplies,Paper
5365,Order Finished,Christine Kargatis,2012-01-16,33,7266060,0.09,653945,Office Supplies,Binders & Binder Accessories
5366,Order Finished,Liz Mac Kendrick,2010-09-10,29,2445180,0.02,48904,Technology,Computer Peripherals
5367,Order Finished,Liz Mac Kendrick,2011-09-04,37,5824030,0.09,524163,Technology,Telephones & Communication
5368,Order Finished,Christine Kargatis,2010-08-07,12,163800,0.08,13104,Office Supplies,Paper
5370,Order Finished,Bobby Odegard,2012-03-28,41,1646260,0.0,0,Office Supplies,Binders & Binder Accessories
5372,Order Finished,Russell Applegate,2011-12-27,49,4144240,0.04,165770,Office Supplies,Pens & Art Supplies
5373,Order Finished,Russell Applegate,2009-04-17,2,453764,0.01,4538,Technology,Telephones & Communication
5375,Order Finished,Bill Donatelli,2011-02-22,19,131700,0.07,9219,Office Supplies,Pens & Art Supplies
5378,Order Finished,Bill Donatelli,2011-06-15,21,98460,0.01,985,Office Supplies,Binders & Binder Accessories
5379,Order Finished,Bill Donatelli,2010-04-07,49,1315880,0.09,118429,Office Supplies,Binders & Binder Accessories
5380,Order Finished,Bobby Odegard,2012-10-18,39,486100,0.02,9722,Office Supplies,Paper
5381,Order Finished,Bobby Odegard,2009-10-20,31,3537938,0.0,0,Technology,Telephones & Communication
5384,Order Finished,Bill Donatelli,2012-05-09,22,1527700,0.09,137493,Technology,Computer Peripherals
5385,Order Finished,Bill Donatelli,2009-03-21,30,373580,0.09,33622,Office Supplies,Paper
5387,Order Finished,Bill Donatelli,2010-11-29,37,876140,0.0,0,Office Supplies,Appliances
5388,Order Finished,Duane Benoit,2012-03-30,35,4679280,0.1,467928,Furniture,Tables
5390,Order Finished,Liz Mac Kendrick,2009-10-27,26,5902876,0.0,0,Technology,Telephones & Communication
5391,Order Finished,Bill Donatelli,2011-08-17,13,100380,0.08,8030,Office Supplies,Binders & Binder Accessories
5393,Order Finished,Russell Applegate,2009-02-26,22,368700,0.07,25809,Technology,Computer Peripherals
5396,Order Finished,Bill Donatelli,2010-04-20,20,4044360,0.09,363992,Furniture,Office Furnishings
5400,Order Finished,Bill Donatelli,2010-03-09,23,478980,0.04,19159,Furniture,Office Furnishings
5401,Order Finished,Russell Applegate,2011-04-07,43,1632220,0.04,65289,Office Supplies,Paper
5403,Order Finished,Bill Donatelli,2010-09-17,20,254320,0.1,25432,Office Supplies,Paper
5405,Order Finished,Joel Jenkins,2009-03-06,14,6473600,0.08,517888,Furniture,Tables
5408,Order Finished,Brad Eason,2009-09-04,5,50540,0.01,505,Office Supplies,Appliances
5409,Order Finished,Brad Eason,2012-02-19,42,256260,0.09,23063,Office Supplies,Labels
5411,Order Finished,Russell Applegate,2009-11-13,31,1670220,0.0,0,Furniture,Office Furnishings
5415,Order Finished,Bill Donatelli,2009-07-28,4,26140400,0.07,1829828,Technology,Office Machines
5416,Order Finished,Duane Benoit,2012-09-07,5,990640,0.05,49532,Office Supplies,Appliances
5422,Order Finished,Harold Pawlan,2011-11-05,9,674407,0.09,60697,Technology,Telephones & Communication
5423,Order Finished,Harold Pawlan,2011-02-05,41,34897500,0.06,2093850,Furniture,Tables
5425,Order Finished,Adam Bellavance,2010-11-04,35,419260,0.01,4193,Office Supplies,Pens & Art Supplies
5429,Order Returned,Lisa De Cherney,2010-03-20,48,20925080,0.02,418502,Furniture,Tables
5434,Order Finished,Harold Pawlan,2010-10-02,48,627040,0.05,31352,Office Supplies,Paper
5435,Order Returned,Roy Skaria,2009-03-21,44,5175060,0.02,103501,Technology,Computer Peripherals
5436,Order Returned,Joel Jenkins,2009-01-21,41,624520,0.08,49962,Office Supplies,Binders & Binder Accessories
5439,Order Finished,Sean O'Donnell,2010-02-07,21,219740,0.05,10987,Office Supplies,Paper
5442,Order Returned,Sandra Glassco,2010-05-15,47,560900,0.1,56090,Office Supplies,Paper
5444,Order Finished,Sandra Glassco,2009-03-10,3,37776000,0.09,3399840,Technology,Office Machines
5447,Order Finished,Skye Norling,2010-09-27,26,4537820,0.02,90756,Furniture,Bookcases
